"record_id","artist","title","date","medium","discipline","dimensions","funding_source","location","street","city","state","zipcode","lat","lng","description","image_url","detail_url","date_modified"

"2421","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 22","7205 North Alta Street","Portland","OR","97203","45.589937999999997","-122.756641","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1622/1622thumb.jpg","http://racc.org/public-art/search/?recid=2421.187","2011-03-02 00:00:00"

"2422","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 17","848 Tomahawk Island Dr","Portland","OR","97217","45.609759399999987","-122.6757258","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1623/1623thumb.jpg","http://racc.org/public-art/search/?recid=2422.187","2010-09-09 00:00:00"

"2423","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1624/1624thumb.jpg","http://racc.org/public-art/search/?recid=2423.185","2010-09-09 00:00:00"

"2424","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1625/1625thumb.jpg","http://racc.org/public-art/search/?recid=2424.185","2010-09-09 00:00:00"

"2425","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 17","848 Tomahawk Island Dr","Portland","OR","97217","45.609759399999987","-122.6757258","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1626/1626thumb.jpg","http://racc.org/public-art/search/?recid=2425.188","2010-09-09 00:00:00"

"2426","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 22","7205 North Alta Street","Portland","OR","97203","45.589937999999997","-122.756641","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1627/1627thumb.jpg","http://racc.org/public-art/search/?recid=2426.187","2010-09-09 00:00:00"

"2427","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 17","848 Tomahawk Island Dr","Portland","OR","97217","45.609759399999987","-122.6757258","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1628/1628thumb.jpg","http://racc.org/public-art/search/?recid=2427.189","2010-09-09 00:00:00"

"2428","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 26","5247 N Lombard St","Portland","OR","97203","45.5820662","-122.7226612","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1629/1629thumb.jpg","http://racc.org/public-art/search/?recid=2428.189","2010-09-09 00:00:00"

"2430","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire station 24","4515 North Maryland","Portland","OR","97217","45.555748999999999","-122.681456","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1630/1630thumb.jpg","http://racc.org/public-art/search/?recid=2430.188","2010-09-09 00:00:00"

"2432","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 17","848 Tomahawk Island Dr","Portland","OR","97217","45.609759399999987","-122.6757258","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1631/1631thumb.jpg","http://racc.org/public-art/search/?recid=2432.193","2010-09-09 00:00:00"

"2434","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1632/1632thumb.jpg","http://racc.org/public-art/search/?recid=2434.191","2010-09-09 00:00:00"

"2436","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 22","7205 North Alta Street","Portland","OR","97203","45.589937999999997","-122.756641","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1633/1633thumb.jpg","http://racc.org/public-art/search/?recid=2436.194","2010-09-09 00:00:00"

"2438","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1634/1634thumb.jpg","http://racc.org/public-art/search/?recid=2438.193","2010-09-09 00:00:00"

"2441","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 22","7205 North Alta Street","Portland","OR","97203","45.589937999999997","-122.756641","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1635/1635thumb.jpg","http://racc.org/public-art/search/?recid=2441.196","2010-09-09 00:00:00"

"2444","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire station 24","4515 North Maryland","Portland","OR","97217","45.555748999999999","-122.681456","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1636/1636thumb.jpg","http://racc.org/public-art/search/?recid=2444.195","2010-09-09 00:00:00"

"2447","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1637/1637thumb.jpg","http://racc.org/public-art/search/?recid=2447.196","2010-09-09 00:00:00"

"2450","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 26","5247 N Lombard St","Portland","OR","97203","45.5820662","-122.7226612","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1638/1638thumb.jpg","http://racc.org/public-art/search/?recid=2450.197","2010-09-09 00:00:00"

"2453","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1640/1640thumb.jpg","http://racc.org/public-art/search/?recid=2453.198","2010-09-09 00:00:00"

"2456","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire station 24","4515 North Maryland","Portland","OR","97217","45.555748999999999","-122.681456","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1641/1641thumb.jpg","http://racc.org/public-art/search/?recid=2456.199","2010-09-09 00:00:00"

"2459","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1642/1642thumb.jpg","http://racc.org/public-art/search/?recid=2459.200","2010-09-09 00:00:00"

"2462","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire station 24","4515 North Maryland","Portland","OR","97217","45.555748999999999","-122.681456","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1643/1643thumb.jpg","http://racc.org/public-art/search/?recid=2462.200","2010-09-09 00:00:00"

"2465","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire station 24","4515 North Maryland","Portland","OR","97217","45.555748999999999","-122.681456","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1644/1644thumb.jpg","http://racc.org/public-art/search/?recid=2465.199","2010-09-09 00:00:00"

"2466","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 26","5247 N Lombard St","Portland","OR","97203","45.5820662","-122.7226612","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1645/1645thumb.jpg","http://racc.org/public-art/search/?recid=2466.199","2010-09-09 00:00:00"

"2467","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 22","7205 North Alta Street","Portland","OR","97203","45.589937999999997","-122.756641","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1646/1646thumb.jpg","http://racc.org/public-art/search/?recid=2467.202","2010-09-09 00:00:00"

"2468","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 14","1905 NE Killingsworth","Portland","OR","97211","45.562981999999998","-122.645853","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1647/1647thumb.jpg","http://racc.org/public-art/search/?recid=2468.200","2010-09-09 00:00:00"

"2469","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire station 24","4515 North Maryland","Portland","OR","97217","45.555748999999999","-122.681456","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1648/1648thumb.jpg","http://racc.org/public-art/search/?recid=2469.201","2010-09-09 00:00:00"

"2470","Jason Greene","Portland Fire Fighter Paintings","2004","Oil and graphite on plywood","painting","each: 8 "" x 10 ""","Percent for Art - City of Portland","Fire Station 22","7205 North Alta Street","Portland","OR","97203","45.589937999999997","-122.756641","I began this project with a desire to study a group of people who live in a constant state of readiness and observe how that affects them and their environment.  Even in the face of random emergencies, the firefighters exude a cool steadiness, and each knows exactly what to do without hesitation.  I know this must come through years of training and experience,  but to an outsider, it's a marvel how well they work together.  Teamwork, both inside and outside the station, became a prominent theme within many of the paintings.  

Overall, my experience during this residency has been an extremely humbling one.  To witness someone dying can be very humbling, and to see this group save a person's life is even more humbling.  To meet the individuals who are always willing to fight fires and to see them standing on a smoking roof using a chainsaw, causes me to re-evaluate what it means to serve your community.  I was honored to simply sit at their dinner table and hear their stories.  I hope that the artwork will help document, commemorate, and attest to some of the outstanding service of the Portland Firefighters.","http://data.racc.org/pa_inventory/1649/1649thumb.jpg","http://racc.org/public-art/search/?recid=2470.203","2010-09-09 00:00:00"

